member_id_no,hospital,hosp_address,hosp_hours,hosp_tel_no,hosp_designation,hosp_days,hosp_remarks,hosp_primary
2180,BUKIDNON PROVINCIAL HOSPITAL,,,,,,,1
4793,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
1104,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
0474,ISABELA DOCTOR'S GENERAL HOSPITAL,,,,,,,0
2415,UST HOSPITAL,,,,,,,1
1851,ABH HOSPITAL,,,,,,,1
2904,JR BORJA GENERAL HOSPITAL,,,,,,,1
0526,MARY IMMACULATE MATERNITY HOSPITAL,,,,,,,1
0249,ORMOC DISTRICT HOSPITAL,,,,,,,1
4647,REGION 1 MEDICAL CENTER,,,,,,,0
2443,BULACAN MEDICAL CENTER,,,,,,,1
2325,MEDICAL CENTER IMUS,,,,,,,1
1666,ILOCOS REGIONAL HOSPITAL,,,,,,,1
2772,UST HOSPITAL,,,,,,,1
3035,UP-PGH MEDICAL CENTER,,,,,,,1
0514,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
0239,BALAGTAS DOCTORS HOSPITAL,,,,,,,1
4575,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER,,,,,,,0
0539,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
0540,CRUZADO MEDICAL HOSPITAL,,,,,,,1
6145,EAST AVENUE MEDICAL CENTER,,,,,,,0
0059,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
0543,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
0515,QUEZON CITY GENERAL HOSPITAL,,,,,,,1
1650,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,1
0546,"MATI DOCTORS HOSPITAL,",,,,,,,1
3808,MCU-FDTMF HOSPITAL,,,,,,,1
1392,SOUTH SUPERHIGHWAY MEDICAL CENTER,,,,,,,0
0549,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
1869,MINDANAO SANITARIUM & HOSPITAL,,,,,,,1
2790,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,1
3961,ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER,,,,,,,0
1690,BATANGAS REGIONAL HOSPITAL,,,,,,,1
0582,MAKATI MEDICAL CENTER,,,,,,,1
0898,ST. VINCENT GENERAL HOSPITAL,,,,,,,0
0557,PERPETUAL HELP MEDICAL CENTER,,,,,,,1
1253,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
0559,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
0560,METRO LEMERY MEDICAL CENTER,,,,,,,1
4765,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
2654,BONTUYAN MEDICAL CLINIC,,,,,,,1
0563,VETERANS REGIONAL HOSPITAL,,,,,,,1
1130,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
0256,"PNR MARTINEZ GENERAL HOSPITAL,",,,,,,,1
0566,UP-PGH MEDICAL CENTER,,,,,,,1
1851,CAVITE MEDICAL CENTER,,,,,,,0
0568,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
0372,ST. MICHAEL FAMILY HOSPITAL,,,,,,,0
0443,EAST AVENUE MEDICAL CENTER,,,,,,,1
1455,UP-PGH MEDICAL CENTER,,,,,,,1
4763,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
0942,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER,,,,,,,0
5693,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
1273,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,1
1664,FAMILY CLINIC,,,,,,,1
6403,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
6404,THE MEDICAL CITY,,,,,,,0
5379,UP-PGH MEDICAL CENTER,,,,,,,0
0359,VICTOR R. POTENCIANO MEDICAL CENTER,,,,,,,1
0662,GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,,,,,,,1
0310,STA. ANA HOSPITAL,,,,,,,0
4336,QUEZON MEDICAL CENTER,,,,,,,0
1160,QUEZON CITY GENERAL HOSPITAL,,,,,,,1
1160,GENERAL MIGUEL MALVAR MEDICAL FOUNDATION,,,,,,,0
2957,THE MEDICAL CITY,,,,,,,1
2818,MANDALUYONG CITY MEDICAL CENTER,,,,,,,0
2011,UNITED DOCTORS MEDICAL CENTER,,,,,,,0
0407,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
1813,ST. CLARE'S MEDICAL CENTER,,,,,,,1
6053,CHONG HUA HOSPITAL-FUENTE,,,,,,,0
6047,QUEZON CITY GENERAL HOSPITAL,,,,,,,0
5573,SOUTHERN ISABELA GENERAL HOSPITAL,,,,,,,0
3893,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
0874,THE MEDICAL CITY,,,,,,,1
1008,VICTOR R. POTENCIANO MEDICAL CENTER,,,,,,,1
0418,UST HOSPITAL,,,,,,,1
3757,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,0
5206,CHONG HUA HOSPITAL,,,,,,,0
2698,BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,,,,,,,1
1628,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,1
3453,COTABATO REGIONAL AND MEDICAL CENTER,,,,,,,1
2011,"MOUNT CARMEL GENERAL HOSPITAL ",,,,,,,1
4317,COTABATO REGIONAL AND MEDICAL CENTER,,,,,,,1
2073,DAVAO DOCTORS HOSPITAL,,,,,,,1
0791,FAITH HOSPITAL,,,,,,,1
3445,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
0639,FAMILY CLINIC,,,,,,,1
2622,LUNG CENTER OF THE PHILIPPINES,,,,,,,1
2061,"ST. LUKE'S MEDICAL CENTER, GLOBAL CITY",,,,,,,1
6473,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
1592,HOSPITAL OF THE HOLY CROSS,,,,,,,1
3504,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
0310,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
4755,DOH-CART,,,,,,,0
1432,BISLIG DISTRICT HOSPITAL,,,,,,,1
6472,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
6470,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
0467,DE OCAMPO MEMORIAL MEDICAL CENTER,,,,,,,1
2398,ASIAN HOSPITAL AND MEDICAL CENTER,,,,,,,1
2398,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
5652,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
2959,THE MEDICAL CITY,,,,,,,1
2513,DOH-CART,,,,,,,0
2623,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
0279,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1344,"HEART OF JESUS HOSPITAL, INC.",,,,,,,1
1344,SAN JOSE CITY GENERAL HOSPITAL,,,,,,,0
3377,TONDO MEDICAL CENTER,,,,,,,1
5360,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,0
5809,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
4885,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,0
5153,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
5144,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
4757,FATIMA UNIVERSITY MEDICAL CENTER,,,,,,,0
5102,COTABATO REGIONAL AND MEDICAL CENTER,,,,,,,0
3413,EAST AVENUE MEDICAL CENTER,,,,,,,1
2557,BATANGAS REGIONAL HOSPITAL,,,,,,,1
6179,AMAI PAKPAK MEDICAL CENTER,,,,,,,0
6208,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
1062,"LUCENA MMG GENERAL HOSPITAL ",,,,,,,1
4776,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,0
0598,ST. ANTHONY COLLEGE HOSPITAL,,,,,,,0
3759,DAVAO DEL SUR PROVINCIAL HOSPITAL,,,,,,,1
2771,UST HOSPITAL,,,,,,,1
0279,PHILIPPINE HEART CENTER,,,,,,,0
4890,UP-PGH MEDICAL CENTER,,,,,,,0
0684,ST. PAULS HOSPITAL - ILOILO CITY,,,,,,,1
3759,BROKENSHIRE MEMORIAL HOSPITAL,,,,,,,0
1062,ST. PETERS AND PAUL HOSPITAL,,,,,,,0
3077,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
0684,ILOILO MISSION HOSPITAL,,,,,,,0
0684,ILOILO DOCTOR'S HOSPITAL,,,,,,,0
3680,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
4909,TONDO MEDICAL CENTER,,,,,,,0
3262,TONDO MEDICAL CENTER,,,,,,,1
0798,CAPITOL MEDICAL CENTER,,,,,,,1
0811,MARY JOHNSTON HOSPITAL,,,,,,,1
5538,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
4079,UP-PGH MEDICAL CENTER,,,,,,,1
1557,ORMOC DISTRICT HOSPITAL,,,,,,,1
2231,GUIMARAS PROVINCIAL HOSPITAL,,,,,,,1
3706,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,0
3935,UP-PGH MEDICAL CENTER,,,,,,,1
3669,UP-PGH MEDICAL CENTER,,,,,,,1
5458,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,0
5375,UP-PGH MEDICAL CENTER,,,,,,,0
5476,DOH-CART,,,,,,,0
3885,MAKATI MEDICAL CENTER,,,,,,,1
4451,UERM MEMORIAL MEDICAL CENTER,,,,,,,0
1596,EDUARDO L. JOSON MEMORIAL HOSPITAL,,,,,,,1
3605,THE MEDICAL CITY,,,,,,,1
3045,OSPITAL NG MAKATI,,,,,,,1
5655,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
5695,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
3243,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
5152,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,0
0735,MANILA DOCTORS HOSPITAL,,,,,,,0
0452,FATIMA UNIVERSITY MEDICAL CENTER,,,,,,,1
0811,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
5432,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
0999,CAGAYAN VALLEY MEDICAL CENTER,,,,,,,1
4690,DAVAO REGIONAL MEDICAL CENTER,,,,,,,0
4467,FATIMA UNIVERSITY MEDICAL CENTER,,,,,,,1
1343,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1343,"ST. LUKE'S MEDICAL CENTER, GLOBAL CITY",,,,,,,0
4048,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
2684,DAVAO MEDICAL CENTER,,,,,,,1
0553,UNCIANO GENERAL HOSPITAL,,,,,,,1
5456,DAVAO REGIONAL MEDICAL CENTER,,,,,,,0
4733,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
3297,UP-PGH MEDICAL CENTER,,,,,,,1
0817,ASIAN HOSPITAL AND MEDICAL CENTER,,,,,,,1
3123,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
3365,PERPETUAL SUCCOUR HOSPITAL,,,,,,,1
3271,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,1
3537,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3574,AFP MEDICAL CENTER,,,,,,,1
1779,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
4089,SAN MARCELINO DISTRICT HOSPITAL,,,,,,,0
1073,MANILA DOCTORS HOSPITAL,,,,,,,1
4136,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
2788,STA. ANA HOSPITAL,,,,,,,1
3516,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,1
1268,FATIMA UNIVERSITY MEDICAL CENTER,,,,,,,1
3187,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
2788,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,0
2014,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
2456,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
3607,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
6339,SARANGANI PROVINCIAL HOSPITAL,,,,,,,0
6136,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
2554,REGION 1 MEDICAL CENTER,,,,,,,0
0745,DIVINE MERCY HOSPITAL,,,,,,,0
4491,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
2281,EAST AVENUE MEDICAL CENTER,,,,,,,1
4664,TARLAC PROVINCIAL HOSPITAL,,,,,,,0
0247,FEU NRMF,,,,,,,1
0105,BAUAN DOCTORS GENERAL HOSPITAL,,,,,,,1
4119,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
4374,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,0
0832,DAVAO DOCTORS HOSPITAL,,,,,,,1
2226,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
2226,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
0506,MARIANO MARCOS MEMORIAL HOSPITAL & MEDICAL CENTER,,,,,,,1
6379,WESTERN VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,0
1597,THE MEDICAL CITY,,,,,,,1
3162,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
0167,BERNARDINO GENERAL HOSPITAL,,,,,,,1
0190,LAS PIÑAS DOCTORS HOSPITAL,,,,,,,1
2007,SEAMEN'S HOSPITAL,,,,,,,0
1073,MANILA ADVENTIST MEDICAL CENTER,,,,,,,0
4550,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
2812,RIVERSIDE MEDICAL CENTER,,,,,,,1
3500,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,1
4578,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER,,,,,,,0
0401,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
1823,"DR. EMIGDIO C. CRUZ SR. MEMORIAL HOSPITAL ",,,,,,,1
1881,QUEZON MEDICAL CENTER,,,,,,,1
2566,MCU-FDTMF HOSPITAL,,,,,,,1
1891,METROPOLITAN MEDICAL CENTER,,,,,,,1
2943,MCU-FDTMF HOSPITAL,,,,,,,1
3716,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
2221,ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER,,,,,,,1
2222,STA. TERESITA GENERAL HOSPITAL,,,,,,,1
1979,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,1
2001,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,1
6483,RIZAL MEDICAL CENTER,,,,,,,0
0807,MARY CHILES GENERAL HOSPITAL,,,,,,,1
6220,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,0
2810,ZAMBOANGA DEL NORTE MEDICAL CENTER,,,,,,,1
0588,MARCELO HOSPITAL,,,,,,,1
1233,MANILA SANITARIUM & HOSPITAL,,,,,,,1
2048,PHILIPPINE HEART CENTER,,,,,,,1
1172,SAN JUAN DE DIOS HOSPITAL,,,,,,,1
6269,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
3269,REGION 1 MEDICAL CENTER,,,,,,,1
2519,THE MEDICAL CITY,,,,,,,1
2070,ST. MARTIN DE PORRES CHARITY HOSPITAL,,,,,,,1
2088,STO. NIÑO HOSPITAL,,,,,,,1
2223,DE LOS SANTOS MEDICAL CENTER,,,,,,,1
2113,MANILA DOCTORS HOSPITAL,,,,,,,1
2113,MEDICAL CENTER MANILA,,,,,,,0
1142,MALVAR GENERAL HOSPITAL,,,,,,,1
5449,SAN PEDRO HOSPITAL,,,,,,,0
5113,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,0
0708,MAKATI MEDICAL CENTER,,,,,,,1
0708,UP-PGH MEDICAL CENTER,,,,,,,0
0708,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
2102,ALLIED MEDICAL AND DIAGNOSTICS,,,,,,,0
2102,FEU NRMF,,,,,,,1
1254,PAMPANGA PROVINCIAL HOSPITAL,,,,,,,1
0519,HOLY FAMILY HOSPITAL,,,,,,,1
0099,CEBU DOCTORS UNIVERSITY HOSPITAL,,,,,,,1
4207,UST HOSPITAL,,,,,,,1
0770,ST. MARTIN DE PORRES CHARITY HOSPITAL,,,,,,,1
2102,DR. AMANDO GARCIA MEDICAL CENTER,,,,,,,0
0112,RIZAL PROVINCIAL HOSPITAL,,,,,,,1
2116,BROKENSHIRE MEMORIAL HOSPITAL,,,,,,,1
4916,REGION 1 MEDICAL CENTER,,,,,,,0
2884,UST HOSPITAL,,,,,,,1
0800,ST. VINCENT GENERAL HOSPITAL,,,,,,,1
1612,ROXAS MEMORIAL PROVINCIAL HOSPITAL,,,,,,,1
1734,PAULINO J. GARCIA MEMORIAL MEDICAL RESEARCH CENTER,,,,,,,1
0386,ROXAS MEMORIAL PROVINCIAL HOSPITAL,,,,,,,1
3903,UST HOSPITAL,,,,,,,0
5960,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
5965,REGION 2 TRAUMA AND MEDICAL CENTER,,,,,,,0
3442,AFP MEDICAL CENTER,,,,,,,1
2816,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,1
0220,MT. CARMEL MEDICAL CENTER,,,,,,,1
3308,UST HOSPITAL,,,,,,,1
6114,GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,,,,,,,0
2265,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
2414,MIRANDA FAMILY HOSPITAL,,,,,,,1
2414,SURIGAO MEDICAL CENTER,,,,,,,0
2414,MARIKINA VALLEY MEDICAL CENTER,,,,,,,0
4883,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,0
0290,PREMIER GENERAL HOSPITAL,,,,,,,0
4237,PERPETUAL HELP MEDICAL CENTER,,,,,,,0
4239,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
2391,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
5118,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,0
2391,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1736,SAN JUAN DE DIOS HOSPITAL,,,,,,,1
2975,EAST AVENUE MEDICAL CENTER,,,,,,,1
2260,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
3204,WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,1
1151,SAN JUAN DE DIOS HOSPITAL,,,,,,,1
4912,QUEZON CITY GENERAL HOSPITAL,,,,,,,0
3579,TONDO MEDICAL CENTER,,,,,,,1
5763,RIZAL MEDICAL CENTER,,,,,,,0
4560,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
0387,SANTOS GENERAL HOSPITAL,,,,,,,1
3447,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
3756,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
4356,OSPITAL NG MAKATI,,,,,,,0
1774,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1774,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2247,STA. MARIA JOSEFA MEDICAL HOSPITAL,,,,,,,1
0328,WORLD CITY MEDICAL CENTER,,,,,,,1
4003,AFP MEDICAL CENTER,,,,,,,0
2447,THE MEDICAL CITY,,,,,,,1
4286,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
2466,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
4671,UP-PGH MEDICAL CENTER,,,,,,,0
0991,UP-PGH MEDICAL CENTER,,,,,,,1
1088,MOTHER TERESA OF CALCUTA MEDICAL CENTER,,,,,,,1
1988,BUTUAN DOCTORS HOSPITAL,,,,,,,1
0667,DIZON HOSPITAL,,,,,,,1
0218,MERCADO GENERAL HOSPITAL,,,,,,,1
2819,V. LUNA MEDICAL CENTER,,,,,,,0
3732,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
1166,"UPHRMC, LAS PINAS",,,,,,,1
4356,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
1520,UNITED DOCTORS MEDICAL CENTER,,,,,,,1
2555,UNITED DOCTORS MEDICAL CENTER,,,,,,,1
2555,VALENZUELA MEDICAL CENTER,,,,,,,0
2681,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
0624,TONDO MEDICAL CENTER,,,,,,,1
4162,QUEZON CITY GENERAL HOSPITAL,,,,,,,0
1880,PAULINO J. GARCIA MEMORIAL MEDICAL RESEARCH CENTER,,,,,,,1
0846,PAULINO J. GARCIA MEMORIAL MEDICAL RESEARCH CENTER,,,,,,,1
1686,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,,,,,,,1
1698,ILOCOS SUR COOPERATIVE MEDICAL MISSION GROUP AND HOSPITAL,,,,,,,1
4722,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,,,,,,,0
5830,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
1506,PAMPANGA MEDICAL SPECIALIST HOSPITAL,,,,,,,1
2004,PALAWAN ADVENTIST HOSPITAL,,,,,,,1
2004,PUERTO PRINCESA STATION HOSPITAL,,,,,,,0
0174,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,0
1786,ST. MARTIN DE PORRES CHARITY HOSPITAL,,,,,,,1
1495,ST. MARTIN DE PORRES CHARITY HOSPITAL,,,,,,,1
2482,QUEZON CITY GENERAL HOSPITAL,,,,,,,1
4753,OSPITAL NG MAKATI,,,,,,,0
5514,FEU NRMF,,,,,,,0
5602,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
1078,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
4187,CHONG HUA HOSPITAL,,,,,,,0
1616,"UPHRMC, LAS PINAS",,,,,,,1
2881,THE MEDICAL CITY,,,,,,,1
1732,OSPITAL NG ANGELES,,,,,,,1
4709,MCU-FDTMF HOSPITAL,,,,,,,0
3985,FEU NRMF,,,,,,,1
3027,UP-PGH MEDICAL CENTER,,,,,,,1
2039,FEU NRMF,,,,,,,1
0682,FEU NRMF,,,,,,,1
4562,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
3560,EAST AVENUE MEDICAL CENTER,,,,,,,1
3768,FEU NRMF,,,,,,,1
0541,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
0541,"HEART OF JESUS HOSPITAL, INC.",,,,,,,0
1096,DR. OLIVIA SALAMANCA MEMORIAL HOSPITAL,,,,,,,1
3317,PHILIPPINE CHILDREN MEDICAL CENTER,,,,,,,1
1396,MAKATI MEDICAL CENTER,,,,,,,1
0751,"BUNAWAN DISTRICT HOSPITAL ",,,,,,,1
1115,DAVAO REGIONAL MEDICAL CENTER,,,,,,,0
1115,DE JESUS GENERAL HOSPITAL,,,,,,,0
3540,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,1
1222,DR. DAMIAN REYES MEMORIAL HOSPITAL,,,,,,,1
0672,AMISOLA MATERNITY HOSPITAL,,,,,,,0
1115,CASTRO MATERNITY HOSPITAL,,,,,,,1
0676,BUTUAN DOCTORS HOSPITAL,,,,,,,1
2739,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER,,,,,,,1
2739,PERPETUAL STONE (ISHUC),,,,,,,0
4841,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
1238,TONDO MEDICAL CENTER,,,,,,,1
4891,UP-PGH MEDICAL CENTER,,,,,,,0
3732,SILANG SPECIALIST,,,,,,,0
2986,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
5187,WESTERN VISAYAS MEDICAL CENTER,,,,,,,0
5378,UP-PGH MEDICAL CENTER,,,,,,,0
5541,TARLAC PROVINCIAL HOSPITAL,,,,,,,0
6197,COTABATO REGIONAL AND MEDICAL CENTER,,,,,,,0
4507,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,0
1489,BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,,,,,,,1
1599,UST HOSPITAL,,,,,,,1
2953,QUEEN MARY HELP OF CHRISTIAN HOSPITAL,,,,,,,1
2791,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
4876,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
1907,TANZA FAMILY GENERAL HOSPITAL,,,,,,,1
3837,OSPITAL NG SAMPALOC,,,,,,,0
5636,THE MEDICAL CITY,,,,,,,0
6454,"UPHRMC, LAS PINAS",,,,,,,0
4930,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,,,,,,,0
6564,THE MEDICAL CITY,,,,,,,0
3836,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
3993,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,0
4936,DAVAO DOCTORS HOSPITAL,,,,,,,0
3054,LIPA MEDIX MEDICAL CENTER,,,,,,,1
5828,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
5698,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
4341,UST HOSPITAL,,,,,,,0
1769,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,1
3099,EAST AVENUE MEDICAL CENTER,,,,,,,1
4800,BATAAN GENERAL HOSPITAL,,,,,,,0
4754,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
5535,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
6548,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
2628,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,1
1776,HOSPITAL OF THE INFANT JESUS,,,,,,,1
6257,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,0
2471,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
6045,RIZAL MEDICAL CENTER,,,,,,,0
1830,MATEO'S DIAGNOSTIC HOSPITAL,,,,,,,1
2536,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1918,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
4495,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
2809,SAINT MARTIN MATERNITY & PEDIATRIC HOSPITAL,,,,,,,1
1957,CAGAYAN VALLEY MEDICAL CENTER,,,,,,,1
6452,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,0
1911,MAGSAYSAY MEMORIAL DISTRICT HOSPITAL,,,,,,,1
2536,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
6063,REGION 1 MEDICAL CENTER,,,,,,,0
1800,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
1906,ANTIPOLO DOCTORS HOSPITAL,,,,,,,1
1822,N.L. VILLA MEMORIAL MEDICAL CENTER,,,,,,,0
1839,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
4178,UP-PGH MEDICAL CENTER,,,,,,,1
5204,CHONG HUA HOSPITAL,,,,,,,0
0776,MAKATI MEDICAL CENTER,,,,,,,1
0781,"WESTERN MEDICAL CENTER, MANDURIAO, ILOILO CITY",,,,,,,1
